0.00000e+000	1.25000e-003	2.67195e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	4.08652e+000	4.08652e+000	4.08652e+000	-1.#IND0e+000	4.27512e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	3.75000e-003	3.12649e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	4.42047e+000	4.42047e+000	4.42047e+000	-1.#IND0e+000	5.00238e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	6.25000e-003	3.36342e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	4.58491e+000	4.58491e+000	4.58491e+000	-1.#IND0e+000	5.38147e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	8.75000e-003	3.52921e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	4.69655e+000	4.69655e+000	4.69655e+000	-1.#IND0e+000	5.64673e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	1.12500e-002	3.65835e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	4.78170e+000	4.78170e+000	4.78170e+000	-1.#IND0e+000	5.85335e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	1.37500e-002	3.76485e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	4.85080e+000	4.85080e+000	4.85080e+000	-1.#IND0e+000	6.02375e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	1.62500e-002	3.85587e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	4.90909e+000	4.90909e+000	4.90909e+000	-1.#IND0e+000	6.16939e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	1.87500e-002	3.93558e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	4.95958e+000	4.95958e+000	4.95958e+000	-1.#IND0e+000	6.29693e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	2.12500e-002	4.00666e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	5.00416e+000	5.00416e+000	5.00416e+000	-1.#IND0e+000	6.41065e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	2.37500e-002	4.07090e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	5.04411e+000	5.04411e+000	5.04411e+000	-1.#IND0e+000	6.51343e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	2.62500e-002	4.12958e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	5.08034e+000	5.08034e+000	5.08034e+000	-1.#IND0e+000	6.60732e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	2.87500e-002	4.18365e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	5.11349e+000	5.11349e+000	5.11349e+000	-1.#IND0e+000	6.69384e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	3.12500e-002	4.23383e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	5.14407e+000	5.14407e+000	5.14407e+000	-1.#IND0e+000	6.77413e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	3.37500e-002	4.28068e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	5.17245e+000	5.17245e+000	5.17245e+000	-1.#IND0e+000	6.84909e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	3.62500e-002	4.32465e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	5.19895e+000	5.19895e+000	5.19895e+000	-1.#IND0e+000	6.91944e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	3.87500e-002	4.36609e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	5.22380e+000	5.22380e+000	5.22380e+000	-1.#IND0e+000	6.98575e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
