0.00000e+000	2.50000e-003	2.95036e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	6.07285e+000	6.07285e+000	6.07285e+000	-1.#IND0e+000	2.36029e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	7.50000e-003	3.45226e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	6.56912e+000	6.56912e+000	6.56912e+000	-1.#IND0e+000	2.76181e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	1.25000e-002	3.71388e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	6.81348e+000	6.81348e+000	6.81348e+000	-1.#IND0e+000	2.97111e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	1.75000e-002	3.89695e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	6.97939e+000	6.97939e+000	6.97939e+000	-1.#IND0e+000	3.11756e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	2.25000e-002	4.03954e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	7.10593e+000	7.10593e+000	7.10593e+000	-1.#IND0e+000	3.23163e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	2.75000e-002	4.15714e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	7.20862e+000	7.20862e+000	7.20862e+000	-1.#IND0e+000	3.32571e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	3.25000e-002	4.25764e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	7.29524e+000	7.29524e+000	7.29524e+000	-1.#IND0e+000	3.40612e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	3.75000e-002	4.34567e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	7.37027e+000	7.37027e+000	7.37027e+000	-1.#IND0e+000	3.47653e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	4.25000e-002	4.42415e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	7.43652e+000	7.43652e+000	7.43652e+000	-1.#IND0e+000	3.53932e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
0.00000e+000	4.75000e-002	4.49508e-001	0.00000e+000	0.00000e+000	1.00000e+000	1.00000e+000	2.00000e-005	9.10000e-004	1.00000e-003	1.00000e-004	7.49590e+000	7.49590e+000	7.49590e+000	-1.#IND0e+000	3.59606e-003	1.#QNANe+000	9.20000e-004	2.73000e+002
